destination,hour,weekend,temperature,humidity,crowd
Munnar,16,1,17,93,100
Kodaikanal,10,1,26,87,100
Munnar,20,0,29,73,100
Yercaud,10,0,18,52,80
Ooty,6,0,29,66,77
Ooty,6,1,19,81,100
Munnar,20,0,21,74,100
Yercaud,14,0,29,93,100
Yercaud,20,1,17,89,100
Kodaikanal,17,0,18,77,98
Yercaud,16,0,19,63,99
Kodaikanal,20,1,24,53,100
Ooty,13,1,15,50,91
Coorg,9,1,26,77,100
Munnar,7,0,21,58,66
Yercaud,10,0,23,56,82
Yercaud,16,1,19,89,100
Coorg,16,1,20,81,100
Coorg,18,1,23,86,100
Yercaud,18,0,18,65,100
Ooty,13,0,30,92,100
Kodaikanal,10,0,28,90,100
Ooty,18,0,16,59,100
Yercaud,19,1,30,64,100
Yercaud,11,1,23,61,100
Munnar,8,1,18,53,94
Kodaikanal,12,1,22,77,100
Coorg,9,1,24,72,100
Yercaud,10,0,30,57,100
Coorg,16,0,27,66,100
Ooty,12,1,22,66,100
Kodaikanal,9,0,17,82,90
Ooty,14,0,25,78,100
Kodaikanal,14,1,24,75,100
Ooty,6,0,19,86,82
Yercaud,20,1,23,85,100
Coorg,17,0,15,93,100
Coorg,14,0,21,66,100
Kodaikanal,11,0,17,84,100
Coorg,14,1,26,57,100
Munnar,11,1,16,79,100
Coorg,15,1,25,60,100
Ooty,11,0,17,65,90
Ooty,16,1,21,84,100
Ooty,10,1,25,77,100
Yercaud,20,0,24,66,100
Yercaud,17,0,25,61,100
Ooty,17,1,18,60,100
Munnar,11,0,23,89,94
Coorg,16,1,18,67,100
Yercaud,17,1,25,61,100
Kodaikanal,8,1,20,63,99
Ooty,6,0,15,88,71
Coorg,6,0,26,66,91
Ooty,15,1,28,80,100
Ooty,14,0,25,54,94
Kodaikanal,12,0,18,84,94
Kodaikanal,7,0,19,84,78
Coorg,14,0,22,50,99
Coorg,20,0,23,60,100
Ooty,15,1,29,73,100
Yercaud,19,0,17,85,100
Munnar,19,1,15,71,100
Munnar,20,1,23,77,100
Munnar,8,1,24,77,100
Yercaud,14,1,30,68,100
Coorg,7,1,22,53,88
Munnar,19,0,27,61,100
Munnar,18,0,27,84,100
Munnar,15,0,21,54,91
Coorg,13,1,23,74,100
Ooty,11,1,29,85,100
Kodaikanal,6,1,29,86,100
Kodaikanal,19,1,18,95,100
Munnar,6,0,22,94,87
Yercaud,7,1,24,75,100
Coorg,10,1,21,84,100
Yercaud,19,1,27,74,100
Coorg,11,1,16,79,100
Yercaud,14,0,16,93,100
Kodaikanal,12,0,15,67,83
Kodaikanal,17,0,16,69,100
Yercaud,13,1,28,56,100
Yercaud,6,1,28,58,94
Munnar,6,1,27,66,100
Yercaud,18,0,19,55,100
Ooty,11,1,30,87,100
Coorg,17,1,26,74,100
Kodaikanal,13,0,17,58,97
Coorg,16,0,16,54,84
Yercaud,7,1,25,62,100
Yercaud,10,0,18,54,72
Munnar,14,0,18,71,100
Ooty,14,1,21,80,100
Ooty,13,0,26,65,100
Munnar,19,1,30,66,100
Yercaud,7,0,21,53,63
Ooty,19,0,23,70,100
Yercaud,16,0,26,51,97
Ooty,10,1,20,91,100
Kodaikanal,8,0,16,82,77
Kodaikanal,15,0,18,86,100
Yercaud,15,0,27,63,100
Ooty,19,1,24,60,100
Ooty,18,0,22,92,100
Munnar,7,0,19,94,90
Kodaikanal,20,1,23,80,100
Kodaikanal,6,0,22,81,80
Munnar,11,0,26,95,100
Ooty,7,1,30,93,100
Yercaud,8,1,26,85,100
Coorg,11,1,17,87,100
Munnar,12,0,17,53,89
Kodaikanal,19,0,19,95,100
Munnar,18,1,24,84,100
Coorg,17,0,17,51,98
Kodaikanal,20,1,18,66,100
Munnar,15,0,20,73,100
Munnar,6,0,22,66,84
Munnar,19,1,25,78,100
Munnar,14,0,25,76,100
Ooty,20,0,29,61,100
Coorg,10,1,24,82,100
Munnar,16,1,15,76,100
Kodaikanal,18,1,23,64,100
Yercaud,17,0,17,67,100
Coorg,20,1,19,62,100
Kodaikanal,9,0,29,78,99
Ooty,7,1,28,52,98
Munnar,8,1,28,76,100
Kodaikanal,15,0,15,57,99
Coorg,19,0,30,50,100
Munnar,19,1,24,85,100
Ooty,16,0,24,58,100
Yercaud,6,0,23,55,68
Ooty,16,1,26,78,100
Kodaikanal,14,1,17,88,100
Coorg,20,0,17,60,99
Ooty,17,1,18,78,100
Ooty,16,1,28,60,100
Ooty,14,0,27,72,100
Yercaud,10,0,20,83,87
Kodaikanal,7,1,28,52,98
Kodaikanal,6,1,23,65,100
Yercaud,9,1,26,86,100
Ooty,13,1,22,55,100
Kodaikanal,7,1,30,58,100
Kodaikanal,13,0,23,56,100
Ooty,10,1,24,55,100
Coorg,20,1,26,82,100
Munnar,18,0,18,91,100
Coorg,11,0,24,76,100
Munnar,18,1,30,76,100
Kodaikanal,13,0,23,81,96
Coorg,8,1,22,72,100
Coorg,15,0,28,94,100
Ooty,19,0,22,91,100
Munnar,7,1,30,52,100
Ooty,18,1,19,50,100
Ooty,6,0,25,58,75
Kodaikanal,6,0,21,53,62
Ooty,6,0,28,77,86
Munnar,13,0,16,68,82
Coorg,10,1,19,76,100
Kodaikanal,7,1,25,55,94
Munnar,17,1,19,84,100
Kodaikanal,10,0,21,59,87
Yercaud,11,0,27,82,100
Kodaikanal,16,1,17,55,100
Yercaud,20,0,26,54,100
Kodaikanal,11,0,27,66,99
Ooty,20,0,25,93,100
Ooty,16,0,25,61,100
Kodaikanal,19,0,15,55,91
Munnar,10,1,24,51,99
Kodaikanal,14,1,26,60,100
Munnar,10,0,20,72,82
Kodaikanal,14,0,29,52,99
Yercaud,11,0,26,64,97
Yercaud,6,0,15,56,67
Ooty,6,0,21,57,65
Coorg,15,1,15,86,100
Coorg,10,0,18,60,77
Ooty,16,1,23,53,100
Munnar,14,1,16,81,100
Coorg,8,0,17,90,81
Kodaikanal,16,1,23,53,100
Yercaud,8,0,22,57,71
Coorg,15,0,27,57,100
Ooty,16,0,28,62,100
Yercaud,12,0,26,74,96
Kodaikanal,11,1,20,77,100
Ooty,12,0,23,79,100
Kodaikanal,18,0,27,92,100
Kodaikanal,14,0,20,75,95
Coorg,14,0,27,66,100
Munnar,9,1,16,70,91
Kodaikanal,17,0,29,57,100
Munnar,19,0,16,91,100
Kodaikanal,6,1,20,84,100
Kodaikanal,8,0,20,89,94
Kodaikanal,13,0,20,64,90
Kodaikanal,8,0,19,58,85
Ooty,20,0,30,55,100
Kodaikanal,19,1,26,93,100
Kodaikanal,9,0,25,77,85
Kodaikanal,12,0,21,79,100
Kodaikanal,11,0,21,75,100
Munnar,15,1,17,82,100
Yercaud,17,0,28,63,100
Kodaikanal,17,0,15,57,100
Kodaikanal,10,1,25,84,100
Ooty,15,1,26,76,100
Yercaud,7,0,19,56,66
Munnar,7,1,28,72,100
Kodaikanal,17,1,18,72,100
Yercaud,13,1,18,71,100
Kodaikanal,8,1,28,95,100
Munnar,13,1,28,80,100
Coorg,16,1,17,73,100
Coorg,6,0,26,95,100
Coorg,9,0,19,84,96
Yercaud,19,1,28,55,100
Coorg,19,1,29,93,100
Kodaikanal,14,1,18,67,100
Munnar,8,0,28,72,97
Ooty,17,1,17,85,100
Yercaud,15,1,26,57,100
Coorg,6,1,29,93,100
Yercaud,19,0,16,90,100
Yercaud,8,1,25,90,100
Yercaud,18,1,30,66,100
Kodaikanal,10,0,19,66,76
Coorg,11,0,29,84,100
Kodaikanal,9,1,30,55,100
Yercaud,8,1,30,78,100
Munnar,13,1,20,78,100
Yercaud,7,0,20,64,72
Kodaikanal,15,0,21,81,100
Ooty,12,1,29,91,100
Munnar,17,1,24,57,100
Kodaikanal,8,0,15,58,68
Coorg,11,0,29,53,100
Ooty,17,1,29,81,100
Munnar,6,1,27,93,100
Kodaikanal,18,1,29,88,100
Ooty,15,1,15,54,100
Ooty,18,1,20,89,100
Munnar,13,0,30,94,100
Yercaud,20,1,27,52,100
Kodaikanal,20,0,30,76,100
Coorg,10,0,22,92,92
Yercaud,11,0,25,51,93
Coorg,18,1,23,75,100
Kodaikanal,15,0,30,70,100
Munnar,8,1,22,69,100
Ooty,15,0,21,85,100
Kodaikanal,10,0,17,86,79
Yercaud,7,1,30,64,100
Kodaikanal,17,1,20,68,100
Coorg,14,0,20,72,93
Munnar,12,0,19,63,80
Ooty,11,1,18,83,100
Kodaikanal,10,1,27,73,100
Munnar,11,0,27,60,95
Coorg,8,0,28,76,97
Yercaud,11,0,18,55,81
Coorg,19,0,23,53,100
Yercaud,12,0,20,64,94
Coorg,17,0,28,66,100
Coorg,11,1,15,85,100
Munnar,8,1,30,55,100
Munnar,9,1,29,86,100
Kodaikanal,7,0,30,64,91
Coorg,6,0,26,90,95
Munnar,8,0,25,70,81
Ooty,20,0,27,78,100
Yercaud,13,1,27,84,100
Munnar,13,1,28,86,100
Kodaikanal,9,0,16,53,72
Kodaikanal,17,1,18,86,100
Munnar,8,1,25,71,100
Munnar,9,0,15,68,74
Ooty,10,1,16,56,100
Coorg,20,1,27,75,100
Munnar,6,0,18,53,73
Kodaikanal,15,0,18,51,92
Coorg,12,0,18,71,99
Yercaud,14,1,20,72,100
Yercaud,10,1,15,89,100
Kodaikanal,11,0,16,67,87
Coorg,10,1,25,63,100
Coorg,8,0,25,63,76
Coorg,13,0,23,85,100
Coorg,14,0,29,52,100
Yercaud,8,1,26,80,100
Coorg,8,1,18,79,100
Coorg,14,0,25,55,100
Munnar,14,1,18,85,100
Munnar,15,0,24,60,100
Ooty,7,1,29,93,100
Yercaud,12,0,20,56,82
Coorg,11,1,19,62,100
Munnar,9,0,24,81,96
Yercaud,6,0,15,65,59
Ooty,18,1,16,79,100
Munnar,16,1,20,70,100
Kodaikanal,20,1,26,92,100
Munnar,7,0,26,67,89
Yercaud,9,0,29,91,98
Yercaud,16,1,28,94,100
Coorg,7,0,27,71,90
Coorg,15,1,29,64,100
Ooty,11,0,30,76,100
Ooty,8,1,20,63,92
Ooty,9,0,27,57,89
Yercaud,12,1,17,67,100
Coorg,20,0,23,79,100
Ooty,15,0,29,62,100
Yercaud,16,1,22,73,100
Ooty,8,0,26,59,89
Ooty,19,0,29,76,100
Coorg,17,1,15,95,100
Munnar,11,1,25,55,100
Ooty,15,0,29,86,100
Coorg,8,1,26,88,100
Munnar,11,0,26,55,92
Munnar,13,0,30,73,100
Kodaikanal,16,0,26,61,100
Ooty,14,0,20,89,98
Kodaikanal,8,0,30,82,95
Coorg,6,0,29,61,87
Munnar,9,1,26,56,100
Munnar,14,0,30,51,100
Munnar,14,0,30,91,100
Coorg,9,1,30,92,100
Munnar,13,0,16,86,100
Munnar,12,1,18,60,100
Yercaud,14,1,18,68,100
Munnar,19,1,18,91,100
Coorg,17,0,15,56,91
Ooty,12,1,18,71,100
Kodaikanal,8,1,23,71,100
Kodaikanal,18,1,23,68,100
Coorg,11,1,27,52,100
Munnar,20,0,26,52,100
Kodaikanal,20,1,25,54,100
Munnar,13,0,15,71,83
Coorg,9,1,21,85,100
Munnar,7,1,19,80,93
Coorg,18,0,22,84,100
Coorg,9,1,20,72,95
Munnar,9,1,18,58,97
Yercaud,19,0,20,92,100
Coorg,7,1,24,51,99
Coorg,18,0,30,92,100
Coorg,17,0,27,56,100
Ooty,10,1,18,84,100
Kodaikanal,12,0,30,55,100
Kodaikanal,8,1,28,87,100
Kodaikanal,17,0,29,51,100
Coorg,8,1,24,91,100
Kodaikanal,14,0,20,78,100
Ooty,12,1,25,65,100
Coorg,15,1,27,83,100
Ooty,17,0,26,88,100
Munnar,18,1,27,73,100
Coorg,10,1,15,83,100
Coorg,6,1,28,69,100
Yercaud,17,0,27,79,100
Munnar,9,1,15,56,92
Kodaikanal,11,0,24,85,93
Yercaud,9,1,22,77,100
Kodaikanal,13,0,28,69,100
Kodaikanal,9,0,28,53,87
Yercaud,20,1,18,53,100
Munnar,18,0,27,91,100
Yercaud,9,0,25,78,100
Coorg,9,0,19,58,80
Yercaud,11,0,18,65,91
Coorg,8,1,24,68,100
Kodaikanal,15,0,28,86,100
Coorg,20,0,17,77,100
Ooty,15,1,20,91,100
Ooty,11,0,21,83,91
Munnar,11,1,26,85,100
Kodaikanal,8,1,22,88,100
Ooty,16,1,18,62,100
Munnar,11,0,19,76,94
Coorg,18,0,30,54,100
Kodaikanal,10,1,25,75,100
Yercaud,6,0,27,65,88
Coorg,11,1,30,76,100
Munnar,7,1,21,69,100
Ooty,15,1,21,76,100
Coorg,18,1,29,71,100
Kodaikanal,20,0,17,55,100
Ooty,6,1,29,95,100
Munnar,17,1,19,54,100
Munnar,15,1,21,72,100
Yercaud,16,0,24,89,100
Yercaud,6,1,15,90,95
Kodaikanal,9,1,23,89,100
Kodaikanal,20,1,26,90,100
Ooty,14,1,20,92,100
Coorg,15,0,17,53,98
Yercaud,8,1,25,89,100
Kodaikanal,8,0,29,84,100
Kodaikanal,19,0,18,66,100
Munnar,7,1,17,78,97
Kodaikanal,8,1,25,69,100
Coorg,20,1,30,79,100
Kodaikanal,16,1,27,75,100
Ooty,10,0,26,65,91
Munnar,15,1,24,83,100
Kodaikanal,13,0,29,73,100
Ooty,15,1,18,79,100
Coorg,20,0,26,58,100
Kodaikanal,19,0,30,76,100
Yercaud,9,0,28,81,100
Ooty,19,1,19,70,100
Yercaud,6,1,16,62,96
Ooty,13,0,24,77,100
Coorg,8,1,17,51,82
Kodaikanal,13,0,18,82,90
Coorg,16,1,22,78,100
Munnar,20,1,27,84,100
Ooty,7,1,29,65,100
Coorg,10,0,25,89,96
Munnar,17,1,24,60,100
Kodaikanal,10,0,16,86,84
Kodaikanal,19,1,21,82,100
Coorg,9,1,18,67,98
Yercaud,18,1,18,92,100
Munnar,13,0,27,74,100
Munnar,14,0,19,54,85
Coorg,7,1,23,84,100
Coorg,6,1,22,56,84
Yercaud,7,0,30,50,86
Coorg,14,0,23,74,96
Coorg,9,1,27,68,100
Munnar,6,1,23,73,100
Coorg,17,1,15,62,100
Kodaikanal,13,1,19,57,100
Munnar,7,1,25,60,94
Munnar,8,0,16,65,82
Coorg,10,0,19,90,85
Ooty,16,0,22,83,100
Yercaud,19,1,21,90,100
Ooty,7,0,28,87,94
Munnar,7,1,16,51,78
Ooty,15,0,30,65,100
Kodaikanal,18,0,27,61,100
Kodaikanal,17,0,23,66,100
Coorg,16,0,28,58,100
Yercaud,9,1,22,75,100
Kodaikanal,18,1,26,74,100
Yercaud,11,1,15,72,99
Ooty,7,1,23,84,100
Munnar,12,0,27,85,100
Kodaikanal,13,1,23,88,100
Kodaikanal,15,0,18,62,100
Munnar,17,1,18,64,100
Coorg,11,1,15,51,92
Ooty,11,0,29,91,100
Kodaikanal,6,1,21,90,100
Yercaud,13,0,22,57,85
Kodaikanal,9,0,27,57,96
Ooty,16,1,30,51,100
Munnar,6,1,22,65,100
Ooty,9,1,19,63,100
Kodaikanal,11,1,28,72,100
Yercaud,16,1,26,53,100
Munnar,6,0,20,73,71
Yercaud,10,1,21,95,100
Coorg,12,1,24,59,100
Yercaud,16,1,26,83,100
Yercaud,12,0,16,87,100
Munnar,14,0,20,86,100
Yercaud,13,1,27,94,100
Yercaud,8,1,25,50,95
Munnar,16,0,17,50,100
Ooty,6,1,15,95,92
Yercaud,19,0,27,95,100
Yercaud,19,0,27,72,100
Kodaikanal,16,1,28,90,100
Coorg,14,0,15,73,84
Coorg,18,1,18,74,100
Coorg,17,1,25,67,100
Munnar,12,0,17,60,75
Ooty,12,1,15,83,100
Yercaud,11,0,30,82,100
Yercaud,12,1,27,92,100
Coorg,17,0,24,93,100
Kodaikanal,18,1,16,54,100
Kodaikanal,8,0,27,65,99
Munnar,6,0,24,93,85
Ooty,18,0,28,51,100
Ooty,18,0,29,81,100
Coorg,7,0,19,82,77
Munnar,13,0,16,54,83
Kodaikanal,20,1,15,52,100
Kodaikanal,19,0,21,58,100
Coorg,6,0,26,73,87
Kodaikanal,8,0,25,80,89
Ooty,15,0,30,74,100
Coorg,18,0,21,73,100
Ooty,18,0,22,68,100
Yercaud,14,1,23,74,100
Munnar,6,1,30,73,100
Yercaud,16,1,23,84,100
Yercaud,17,1,15,68,100
Coorg,18,1,24,89,100
Yercaud,16,0,25,79,100
Yercaud,19,1,27,91,100
Ooty,17,1,17,80,100
Munnar,14,1,27,78,100
Munnar,6,0,30,90,89
Coorg,7,1,24,77,100
Kodaikanal,17,1,20,92,100
Yercaud,17,1,26,82,100
Munnar,6,0,25,71,77
Ooty,14,0,25,83,100
Yercaud,15,1,25,88,100
Ooty,12,1,29,93,100
Kodaikanal,19,1,16,59,100
Coorg,11,0,15,86,93
Yercaud,14,1,24,92,100
Kodaikanal,7,0,25,87,99
Yercaud,13,1,25,55,100
Kodaikanal,15,0,20,88,100
Munnar,14,0,20,79,100
Ooty,12,1,27,82,100
Coorg,12,1,24,83,100
Munnar,13,1,26,78,100
Yercaud,15,1,19,74,100
Ooty,20,1,16,52,100
Munnar,12,0,28,84,100
Yercaud,16,0,22,76,100
Munnar,20,0,26,50,100
Yercaud,20,0,27,85,100
Coorg,12,0,29,70,100
Yercaud,13,0,21,74,100
Kodaikanal,14,0,17,79,97
Coorg,6,0,19,63,74
Munnar,8,1,29,84,100
Yercaud,17,1,19,61,100
Munnar,13,0,30,50,100
Ooty,17,1,19,79,100
Munnar,6,1,20,75,91
Kodaikanal,16,1,20,57,100
Coorg,14,0,20,88,100
Yercaud,19,0,21,62,100
Kodaikanal,9,0,17,84,87
Kodaikanal,20,1,24,61,100
Kodaikanal,9,0,22,65,76
Kodaikanal,18,1,17,65,100
Ooty,7,0,18,81,73
Ooty,20,1,21,66,100
Munnar,9,1,24,60,100
Munnar,12,1,24,76,100
Kodaikanal,8,0,19,65,70
Kodaikanal,15,0,20,52,100
Coorg,17,1,22,77,100
Ooty,16,1,21,74,100
Munnar,20,1,24,60,100
Kodaikanal,6,0,15,54,63
Yercaud,8,0,15,84,79
Ooty,16,1,30,83,100
Kodaikanal,13,0,27,69,100
Yercaud,8,1,17,91,100
Yercaud,17,0,25,59,100
Ooty,13,0,29,58,100
Yercaud,16,1,22,86,100
Coorg,16,0,21,50,100
Kodaikanal,18,0,16,66,100
Yercaud,14,0,18,70,97
Coorg,20,1,22,63,100
Ooty,12,0,26,52,100
Ooty,17,0,18,62,100
Munnar,6,0,18,52,68
Yercaud,16,1,25,56,100
Coorg,19,1,16,93,100
Coorg,7,0,29,87,89
Ooty,20,0,23,77,100
Coorg,15,1,27,71,100
Coorg,18,0,25,82,100
Ooty,15,1,28,70,100
Kodaikanal,17,1,20,92,100
Kodaikanal,12,0,16,90,92
Kodaikanal,19,0,27,57,100
Kodaikanal,15,1,24,76,100
Ooty,6,1,20,82,100
Ooty,17,1,28,64,100
Ooty,16,1,17,65,100
Yercaud,14,0,17,60,98
Coorg,13,0,28,68,100
Yercaud,17,0,15,84,100
Yercaud,17,0,25,88,100
Coorg,17,1,28,71,100
Ooty,12,0,16,50,83
Munnar,6,1,26,56,100
Ooty,14,0,27,66,100
Coorg,12,0,27,88,100
Kodaikanal,6,1,15,53,87
Munnar,20,1,21,81,100
Coorg,15,0,15,58,82
Ooty,18,1,24,68,100
Ooty,17,0,27,79,100
Munnar,12,0,19,60,81
Yercaud,15,0,23,62,99
Ooty,6,0,18,89,81
Kodaikanal,11,1,18,62,100
Munnar,14,0,24,53,97
Yercaud,20,1,21,62,100
Yercaud,20,0,25,93,100
Ooty,20,0,26,50,100
Yercaud,14,0,25,63,95
Kodaikanal,16,1,17,61,100
Coorg,6,0,23,72,71
Yercaud,18,0,26,70,100
Coorg,15,0,25,92,100
Yercaud,17,0,30,80,100
Munnar,19,1,22,90,100
Yercaud,12,1,24,55,100
Munnar,18,1,19,61,100
Munnar,15,0,20,90,100
Munnar,12,0,27,62,100
Kodaikanal,13,1,19,77,100
Ooty,8,0,16,72,73
Yercaud,6,0,17,64,67
Munnar,11,1,20,61,100
Ooty,17,0,26,80,100
Coorg,8,0,28,50,85
Munnar,13,1,17,88,100
Munnar,12,0,15,58,76
Coorg,11,1,28,85,100
Munnar,17,1,17,65,100
Ooty,15,1,15,59,100
Yercaud,13,1,17,57,100
Coorg,19,1,27,50,100
Ooty,9,1,28,54,100
Coorg,6,0,21,53,80
Munnar,10,1,22,75,100
Kodaikanal,17,0,24,57,100
Ooty,18,1,17,86,100
Kodaikanal,7,0,17,50,71
Yercaud,6,0,30,62,79
Coorg,17,0,26,91,100
Yercaud,16,1,20,94,100
Coorg,15,0,16,64,85
Munnar,14,0,29,95,100
Kodaikanal,16,0,28,77,100
Ooty,16,0,26,87,100
Ooty,19,1,29,69,100
Yercaud,15,0,20,89,100
Munnar,18,0,15,65,95
Yercaud,17,1,18,71,100
Ooty,8,0,27,82,95
Coorg,20,0,27,86,100
Yercaud,6,1,20,70,100
Kodaikanal,13,0,26,86,100
Munnar,13,0,17,79,94
Yercaud,20,1,30,66,100
Munnar,11,1,23,53,100
Kodaikanal,11,1,21,52,95
Munnar,7,0,26,64,83
Kodaikanal,13,1,27,67,100
Munnar,11,0,23,86,92
Ooty,6,1,20,64,92
Munnar,18,1,26,73,100
Kodaikanal,16,0,22,53,98
Yercaud,8,0,16,54,72
Ooty,15,0,18,59,100
Ooty,7,0,22,68,75
Ooty,11,1,21,51,100
Coorg,14,1,21,53,100
Coorg,15,0,21,75,100
Kodaikanal,11,1,15,70,100
Munnar,20,0,26,66,100
Ooty,16,0,25,91,100
Munnar,12,1,24,57,100
Yercaud,8,1,30,91,100
Ooty,9,0,28,67,87
Munnar,7,1,22,58,99
Yercaud,9,1,21,82,100
Kodaikanal,9,1,17,60,97
Ooty,14,1,23,51,100
Munnar,7,0,29,76,93
Coorg,10,0,27,71,98
Munnar,12,0,30,60,100
Coorg,7,1,19,74,92
Munnar,11,1,28,54,100
Munnar,16,1,27,84,100
Munnar,10,0,16,87,78
Ooty,16,0,15,71,88
Kodaikanal,15,0,17,77,91
Ooty,16,0,26,85,100
Kodaikanal,6,0,29,81,84
Kodaikanal,19,1,28,55,100
Kodaikanal,13,0,16,63,93
Coorg,17,0,30,84,100
Yercaud,11,0,28,61,97
Coorg,7,0,26,61,93
Ooty,17,0,29,83,100
Ooty,8,0,29,56,89
Coorg,7,0,20,83,85
Coorg,19,0,24,67,100
Coorg,15,1,24,72,100
Yercaud,11,0,28,72,98
Yercaud,8,1,20,69,100
Munnar,11,1,21,59,100
Kodaikanal,16,1,21,93,100
Ooty,7,1,15,76,95
Kodaikanal,12,1,16,79,100
Munnar,15,1,19,78,100
Yercaud,16,0,26,51,100
Kodaikanal,13,1,16,93,100
Munnar,19,0,25,90,100
Yercaud,19,1,23,59,100
Kodaikanal,20,0,21,85,100
Ooty,18,1,22,57,100
Munnar,12,0,28,92,100
Munnar,17,1,19,64,100
Yercaud,9,1,30,84,100
Yercaud,17,0,18,78,100
Kodaikanal,13,1,16,59,100
Ooty,16,0,25,88,100
Ooty,17,0,18,87,100
Munnar,13,1,19,88,100
Kodaikanal,17,0,20,91,100
Coorg,20,1,22,82,100
Kodaikanal,9,1,16,59,97
Munnar,11,0,20,87,100
Ooty,16,0,24,63,100
Kodaikanal,10,1,24,69,100
Yercaud,18,1,26,80,100
Ooty,9,0,28,89,100
Coorg,19,0,30,65,100
Munnar,14,0,16,77,94
Yercaud,17,1,30,65,100
Kodaikanal,20,0,26,66,100
Kodaikanal,9,0,17,87,78
Coorg,7,0,22,66,80
Kodaikanal,10,0,24,95,100
Yercaud,9,1,18,76,100
Coorg,19,1,27,91,100
Munnar,11,0,18,85,98
Coorg,15,1,17,53,100
Coorg,17,1,16,72,100
Ooty,7,1,30,67,100
Kodaikanal,14,1,24,80,100
Coorg,17,1,23,54,100
Kodaikanal,17,1,24,73,100
Kodaikanal,9,1,15,78,100
Kodaikanal,20,0,29,65,100
Ooty,17,0,20,84,100
Ooty,13,1,29,92,100
Ooty,10,0,18,63,86
Yercaud,6,0,16,78,80
Ooty,15,1,23,75,100
Kodaikanal,7,0,29,57,79
Ooty,9,0,25,51,85
Kodaikanal,16,1,26,54,100
Kodaikanal,20,1,26,64,100
Ooty,15,0,20,56,91
Kodaikanal,10,0,26,85,100
Coorg,10,1,15,66,98
Munnar,14,1,21,73,100
Kodaikanal,15,1,26,90,100
Munnar,13,0,20,71,90
Kodaikanal,19,1,16,66,100
Kodaikanal,9,1,26,88,100
Kodaikanal,13,0,18,69,92
Coorg,8,1,29,81,100
Munnar,12,1,20,76,100
Yercaud,17,0,16,92,100
Ooty,20,0,26,84,100
Yercaud,12,1,23,95,100
Ooty,17,0,24,71,100
Coorg,10,1,19,71,100
Yercaud,7,0,16,80,72
Munnar,20,0,21,90,100
Kodaikanal,10,0,23,74,95
Munnar,19,0,15,95,100
Munnar,9,0,30,85,100
Munnar,16,0,17,89,100
Kodaikanal,18,1,26,85,100
Ooty,9,0,21,88,89
Munnar,20,1,20,86,100
Kodaikanal,9,0,29,50,81
Kodaikanal,14,0,29,89,100
Ooty,18,0,19,55,99
Yercaud,16,0,30,84,100
Ooty,17,1,25,61,100
Coorg,10,1,23,66,100
Yercaud,9,0,29,84,99
Yercaud,12,0,22,95,100
Ooty,20,1,17,68,100
Ooty,6,1,23,78,100
Ooty,17,0,28,54,100
Yercaud,7,0,18,53,79
Yercaud,8,0,26,65,80
Ooty,14,1,17,70,100
Ooty,19,1,25,88,100
Kodaikanal,14,0,18,57,85
Munnar,14,1,17,70,100
Ooty,15,0,18,90,100
Coorg,13,1,16,55,100
Munnar,17,0,27,75,100
Ooty,7,0,24,84,90
Kodaikanal,20,1,26,80,100
Yercaud,9,1,16,64,100
Munnar,19,1,18,74,100
Munnar,13,1,19,82,100
Ooty,15,0,22,61,100
Munnar,13,1,30,89,100
Yercaud,9,0,16,54,62
Kodaikanal,13,0,21,71,90
Kodaikanal,13,0,28,70,100
Ooty,12,0,20,78,95
Ooty,14,1,23,83,100
Ooty,14,0,23,60,91
Ooty,12,0,24,76,94
Coorg,10,1,19,85,100
Kodaikanal,15,1,29,66,100
Kodaikanal,7,1,20,70,97
Munnar,19,0,24,80,100
Coorg,18,1,24,72,100
Yercaud,16,0,16,61,100
Kodaikanal,10,0,29,85,100
Ooty,6,0,24,53,85
Ooty,8,1,21,94,100
Ooty,13,0,25,66,100
Yercaud,11,0,18,64,83
Ooty,14,0,17,66,87
Coorg,11,0,29,59,99
Coorg,14,0,17,55,94
Ooty,17,0,25,87,100
Kodaikanal,13,1,15,81,100
Munnar,8,1,19,55,88
Munnar,14,1,25,82,100
Kodaikanal,9,1,19,66,100
Yercaud,19,0,24,63,100
Kodaikanal,9,1,25,95,100
Coorg,14,0,17,79,94
Kodaikanal,9,0,24,56,87
Munnar,12,0,20,94,99
Ooty,9,1,26,64,100
Kodaikanal,12,0,17,73,86
Ooty,19,1,17,50,100
Kodaikanal,9,1,22,78,100
Munnar,8,1,23,83,100
Yercaud,19,0,22,65,100
Munnar,18,0,17,71,100
Coorg,17,0,21,56,99
Yercaud,12,1,18,89,100
Coorg,10,0,26,90,100
Ooty,14,1,29,58,100
Munnar,8,1,21,84,100
Yercaud,15,1,30,75,100
Ooty,8,0,15,51,75
Yercaud,19,0,19,67,100
Munnar,15,0,18,57,90
Yercaud,13,1,19,84,100
Coorg,17,1,25,53,100
Ooty,6,0,20,68,76
Ooty,15,0,28,67,100
Munnar,14,0,23,55,100
Munnar,20,1,30,71,100
Coorg,13,0,28,70,100
Kodaikanal,8,0,30,68,100
Coorg,15,0,22,71,98
Munnar,14,1,19,73,100
Ooty,10,0,27,58,98
Yercaud,8,1,16,78,95
Ooty,17,1,22,91,100
Kodaikanal,10,0,16,88,92
Coorg,6,1,18,52,90
Ooty,14,0,17,90,100
Coorg,14,1,16,87,100
Yercaud,6,1,22,71,100
